;ID;Name;Age;Overall;Position;Crossing;Finishing;HeadingAccuracy;ShortPassing;Volleys;Dribbling;Curve;FKAccuracy;LongPassing;BallControl;Acceleration;SprintSpeed;Agility;Reactions;Balance;ShotPower;Jumping;Stamina;Strength;LongShots;Aggression;Interceptions;Positioning;Vision;Penalties;Composure;Marking;StandingTackle;SlidingTackle
9460;245144;F. Ferrari;22;66;ST;42;66;77;56;68;57;49;44;35;64;47;58;49;58;49;72;68;61;80;61;60;32;61;54;63;62;31;29;24
9461;194200;Trujillo;30;66;CB;34;27;65;58;32;38;38;40;51;57;55;57;64;62;57;55;80;60;73;42;77;64;37;45;34;58;62;66;61
9462;136601;Kim Yong Dae;38;66;GK;13;11;14;36;14;11;10;12;32;24;50;51;52;58;58;23;67;22;70;12;21;23;12;58;19;65;19;15;14
9463;220569;E. Babayan;22;66;LM;60;59;57;63;52;65;57;50;60;63;85;76;75;57;77;66;57;67;61;58;65;52;67;62;59;61;52;55;42
9464;243609;Diogo Santos;33;66;CDM;36;40;60;67;35;49;38;38;63;57;41;47;40;60;42;65;57;72;82;50;70;65;38;51;36;56;72;66;61
9465;244377;T. Borevkovi?;21;66;RCB;31;26;65;58;31;41;34;30;35;44;50;60;31;57;39;40;61;64;85;28;65;59;27;28;44;58;66;70;65
9466;183449;J. Jacobson;31;66;LB;70;51;55;59;23;62;63;66;62;60;72;75;77;60;60;62;79;86;73;62;61;60;57;58;58;58;62;62;62
9467;199578;Benja;30;66;ST;51;61;74;55;60;55;62;68;42;58;45;57;51;61;38;75;48;58;91;60;70;35;72;52;72;65;34;31;14
9468;220058;D. Phillips;23;66;GK;19;15;12;32;19;21;19;20;18;27;48;43;30;54;54;21;51;38;58;18;19;14;6;18;27;46;24;20;16
9469;232090;G. Aburjania;23;66;CDM;59;53;56;67;47;66;62;58;65;70;59;65;58;67;64;59;66;60;69;65;70;66;59;70;49;71;50;70;59
9470;233114;J. Riley;21;66;RB;67;31;61;64;41;69;55;63;56;65;75;78;64;63;74;64;64;72;61;45;71;60;55;52;42;57;63;63;62
9471;240282;A. Mat?j?;22;66;RB;63;28;53;64;33;63;65;54;52;66;74;72;70;61;70;56;73;71;64;52;67;62;54;58;46;67;66;62;65
9472;191130;Filipe Brigues;27;66;RB;63;46;53;64;39;64;51;44;55;63;67;71;64;62;71;59;69;78;68;48;62;63;49;50;43;54;61;66;65
9473;199323;J. Zelen?;25;66;LB;62;50;69;60;32;59;44;40;55;60;72;73;55;64;57;55;62;62;66;51;50;66;41;41;46;64;65;63;66
9474;215195;S. Svendsen;20;66;ST;59;66;59;65;64;65;65;55;54;66;84;78;77;61;86;65;89;76;55;65;52;33;64;62;59;66;38;34;32
9475;225435;J. Moreno;21;66;CB;30;26;65;53;29;35;26;24;34;50;55;53;43;62;49;34;50;62;84;21;71;63;23;30;34;53;66;64;62
9476;239259;R. Bushiri;18;66;CB;24;17;66;45;28;32;23;31;37;52;62;70;43;60;48;46;68;62;89;26;68;60;24;26;36;55;61;66;62
9477;245403;H. Rivero;25;66;ST;25;67;66;48;58;60;43;37;29;63;58;64;55;63;43;65;58;64;80;57;66;21;70;45;62;61;23;18;16
9478;190619;M. Grella;31;66;LM;61;65;50;66;60;76;71;45;40;68;62;61;69;68;70;64;72;56;73;58;68;50;71;61;65;74;59;48;44
9479;205724;I. Lanni;28;66;GK;15;17;18;40;13;12;23;14;26;18;38;48;60;66;48;22;72;41;43;17;28;13;7;33;18;64;15;19;21
9480;206492;A. SanÇ;25;66;ST;64;69;59;57;55;67;42;53;52;65;72;71;63;57;66;71;64;64;59;59;29;19;64;62;65;49;31;19;15
9481;214172;F. Castillo;28;66;LB;67;37;52;57;35;58;36;29;52;61;69;68;71;60;71;33;76;77;56;39;53;67;50;49;37;60;62;64;65
9482;215196;M. Galmarini;36;66;RM;68;56;60;67;56;67;64;59;66;70;76;48;68;63;60;67;69;73;72;57;80;61;63;68;61;67;74;63;63
9483;215708;A. Monfray;27;66;RB;61;48;59;64;32;50;34;31;65;57;62;67;70;63;59;69;71;82;84;65;77;64;26;61;36;61;64;67;62
9484;176540;B. Castillo;40;66;GK;12;10;20;25;12;16;14;11;21;23;34;42;37;64;40;25;42;30;60;9;23;21;13;45;24;26;30;10;19
9485;244892;S. Diop;18;66;CAM;56;56;39;65;53;69;64;47;59;68;76;72;82;59;92;58;53;47;29;62;44;32;61;62;55;64;30;31;28
9486;224669;Yin Hongbo;28;66;RM;65;60;47;69;49;66;62;64;65;65;72;64;69;60;69;60;59;67;64;62;62;52;60;66;45;57;57;55;46
9487;181149;A. Hainault;32;66;LCB;55;39;67;53;40;47;57;42;45;48;43;45;56;62;59;59;85;55;78;46;75;63;49;55;58;65;66;63;63
9488;202654;D. ?otra;33;66;LB;66;32;62;44;31;51;48;35;41;59;70;67;73;63;64;71;61;83;79;63;74;72;50;52;34;61;54;66;63
9489;217758;C. Washington;26;66;ST;49;66;52;55;55;60;45;25;48;66;76;78;75;64;62;75;51;83;75;54;58;32;67;57;61;60;46;28;27
9490;177310;F. Nimani;29;66;ST;57;62;68;64;62;58;54;54;40;62;70;68;57;64;40;64;81;49;76;61;41;23;66;57;66;61;25;27;31
9491;213407;M. Macey;23;66;GK;18;16;16;27;16;16;16;17;24;19;38;40;37;59;33;20;52;33;67;16;25;15;12;36;22;52;11;11;14
9492;152735;M. Doyle;36;66;LDM;58;47;58;64;52;52;49;52;62;53;41;49;59;60;65;63;74;83;74;62;90;65;57;56;54;58;62;65;68
9493;236703;D. Raum;20;66;LM;64;57;39;68;48;67;66;37;53;66;84;81;73;55;74;61;58;69;59;62;41;24;58;59;49;53;39;20;21
9494;238495;V. Retamal;20;66;RB;62;33;63;66;41;64;60;29;63;65;69;72;64;65;79;35;63;65;68;35;53;64;59;49;41;58;62;65;62
9495;241823;A. Cruz;20;66;LB;62;34;64;68;35;60;58;54;63;67;66;67;55;62;78;36;58;69;68;29;59;63;50;55;42;57;68;66;65
9496;189343;M. Bruscagin;28;66;CB;50;21;70;62;22;49;35;25;53;55;55;59;73;61;54;27;74;63;73;23;61;60;31;47;22;58;62;69;63
9497;213152;C. Morris;22;66;ST;36;65;63;55;49;61;44;31;45;68;72;75;66;54;60;65;77;63;81;55;63;39;66;52;64;55;24;25;28
9498;212385;A. Syhre;23;66;CB;23;20;63;35;25;24;31;26;29;38;61;66;56;61;60;41;85;63;82;26;68;64;23;31;36;51;63;69;65
9499;214177;L. Paz;29;66;CDM;44;57;61;70;31;58;55;46;73;66;74;64;69;59;74;51;72;76;61;52;44;66;67;62;61;54;60;68;63
9500;215969;L. Dos Santos;25;66;LB;67;43;57;74;38;64;41;42;70;65;56;61;63;58;73;56;73;57;44;40;67;62;45;48;48;56;68;66;72
9501;156321;A. Akinfenwa;36;66;LS;39;66;71;59;59;52;50;42;47;69;38;49;35;61;71;70;49;77;97;54;66;17;71;62;66;70;27;40;24
9502;221857;Jin Jingdao;26;66;RM;54;53;55;67;73;69;57;47;65;64;71;73;70;73;90;65;84;70;31;53;80;63;65;50;54;55;58;69;72
9503;223137;F. Bonazzoli;21;66;RS;49;66;68;57;59;63;51;53;43;68;71;75;68;61;49;64;64;59;69;58;39;26;63;51;60;65;21;22;29
9504;229793;B. Tetteh;20;66;LS;43;60;64;60;44;68;37;26;47;72;71;80;67;58;58;72;70;65;79;56;68;19;61;54;63;56;25;12;17
9505;230561;J. Grot;20;66;LW;55;61;60;55;52;63;48;38;45;59;72;77;45;58;42;75;69;70;92;67;72;35;62;58;40;55;37;34;30
9506;232609;G. Notsuda;24;66;RF;62;59;38;65;51;61;63;63;57;60;75;78;88;64;65;73;57;86;66;63;51;31;66;69;43;62;39;39;40
9507;235425;D. Jones;21;66;CDM;47;41;61;66;38;60;42;56;62;62;69;70;56;64;60;69;70;77;84;52;72;67;58;60;66;60;65;59;57
9508;237217;N. Hansen;23;66;RM;59;63;58;66;48;65;61;60;48;66;83;85;69;60;76;70;79;65;58;57;54;43;63;49;59;65;49;23;31
9509;186529;T. Beltran;30;66;RB;61;54;57;68;52;69;57;43;57;61;76;70;62;63;75;59;71;60;61;48;65;66;56;57;48;63;65;68;67
9510;189345;D. Peitz;33;66;CDM;37;42;76;57;36;34;34;56;57;48;29;30;30;59;28;76;29;67;93;58;86;70;44;49;48;62;72;74;68
9511;211618;D. Starkl;24;66;LM;66;68;53;58;60;67;57;36;47;68;83;75;80;63;77;67;79;54;67;53;67;23;59;59;61;48;26;38;28
9512;213922;D. Erdmann;27;66;CB;42;33;66;55;40;37;38;37;53;56;54;55;49;63;48;62;68;82;86;30;94;60;35;44;51;58;64;73;77
9513;214178;J. Vela;25;66;CAM;69;49;48;64;47;68;66;64;61;66;77;72;71;58;72;54;73;67;42;59;28;18;65;71;60;61;26;19;24
9514;227746;A. Jakobsen;24;66;CM;61;57;35;71;56;80;67;56;66;74;75;72;83;53;77;65;60;68;61;62;60;45;60;66;48;65;45;46;42
9515;228770;J. Segura;21;66;CB;25;25;71;49;30;30;32;24;30;41;45;57;46;59;48;41;68;67;81;20;58;61;37;43;42;59;66;72;64
9516;171682;R. Miller;33;66;CB;64;40;60;66;41;60;64;58;66;60;69;64;62;62;58;68;75;70;72;52;77;64;54;60;50;60;61;63;62
9517;241570;U. Cardona;19;66;LM;62;62;58;64;58;69;64;61;59;67;79;77;72;55;76;59;64;72;44;57;22;27;59;55;63;49;42;45;44
9518;184482;J. Karacan;29;66;CM;60;54;60;68;56;65;54;48;62;64;73;72;73;67;75;70;79;78;65;60;71;65;60;64;58;61;64;64;64
9519;226723;L. Salda§a;28;66;LB;66;35;48;58;40;59;66;70;50;58;84;83;73;71;85;68;80;69;38;62;61;64;52;54;38;53;65;60;63
9520;177315;G. Roberts;34;66;LM;68;63;48;67;66;69;70;69;62;67;52;52;67;55;71;64;45;52;61;65;65;33;65;72;72;70;38;33;30
9521;193187;K. Bennett;27;66;LM;57;53;35;61;54;70;58;56;54;65;87;79;90;62;93;62;40;76;43;58;47;51;62;61;58;58;39;36;25
9522;216484;C. Tanner;23;66;RM;62;60;52;62;55;68;66;68;56;66;79;77;85;63;90;60;61;67;56;57;50;37;58;64;58;52;25;27;24
9523;223652;S. Ernst;23;66;LDM;57;49;56;67;46;70;53;46;63;68;77;68;74;62;77;65;66;76;49;53;49;49;61;64;54;63;42;52;53
9524;225956;B. Akintola;22;66;RM;56;58;56;60;40;68;47;33;47;60;91;90;87;57;73;54;65;77;63;43;34;40;60;63;51;46;28;49;47
9525;162980;A. Taylor;31;66;LB;67;41;58;66;42;67;54;41;63;66;53;53;61;65;74;54;71;68;67;40;67;62;48;51;39;64;69;70;70
9526;232612;K. Yonekura;30;66;RB;68;29;73;67;30;50;30;33;30;55;44;51;67;74;67;32;71;61;63;35;71;72;46;30;35;47;65;68;65
9527;235172;R£ben Vinagre;19;66;LWB;66;48;48;67;43;73;63;59;57;72;87;89;79;58;78;62;53;74;49;48;61;56;66;61;57;68;53;55;54
9528;182180;M. Drudi;31;66;RCB;55;46;63;60;51;56;60;59;58;60;67;63;59;65;60;60;61;64;67;61;69;66;45;55;49;70;65;68;66
9529;188580;K. Ils?;31;66;RCM;52;65;54;66;65;71;68;64;56;67;74;63;75;66;72;67;69;56;59;65;39;23;65;62;71;67;20;33;32
9530;228261;V. Moren;27;66;LCB;32;25;67;54;19;32;33;40;53;52;32;32;50;65;54;38;32;65;74;21;69;67;23;29;47;57;70;69;64
9531;241829;Lucas;21;66;CB;28;28;64;53;29;41;29;35;37;47;55;62;61;61;57;46;69;60;72;29;70;65;28;32;42;57;66;69;66
9532;193701;J. Norwood;27;66;RS;61;68;69;64;32;58;41;60;55;66;70;71;68;51;58;69;76;75;62;62;65;44;68;40;47;53;40;25;16
9533;209062;P. Frick;26;66;CF;52;62;65;61;58;54;46;47;54;58;75;71;69;67;69;64;85;69;85;57;88;29;69;59;64;68;36;34;25
9534;213670;I. Ssewankambo;22;66;RB;61;31;58;62;34;62;52;37;54;59;86;89;75;58;73;48;76;80;67;34;66;61;55;59;40;62;62;63;60
9535;229286;T. Skarke;21;66;RM;61;63;37;63;60;70;63;43;54;63;79;76;77;59;77;67;58;69;48;59;38;31;63;56;50;49;21;24;18
9536;236198;Luis Marleiro;26;66;ST;42;65;68;62;67;63;55;58;44;57;85;78;68;56;72;70;84;81;67;72;74;33;62;46;56;58;18;44;43
9537;246182;M. Pulkrab;21;66;ST;42;65;73;57;68;58;36;34;31;66;69;71;66;65;52;56;72;65;78;45;83;30;69;59;53;55;23;28;24
9538;193958;L. Brown;27;66;LB;62;47;62;63;45;58;64;62;59;60;69;73;64;60;76;67;78;84;78;60;57;58;49;57;67;64;64;64;62
9539;207783;R. Gaddis;28;66;LB;52;27;58;59;30;61;55;31;50;56;79;79;78;62;75;28;53;81;58;24;65;61;51;43;39;49;65;66;64
9540;228007;Lee Yeong Jae;23;66;RCM;42;55;54;65;39;62;55;59;69;66;65;78;66;65;82;70;70;67;38;67;67;58;61;71;48;60;59;52;48
9541;244391;F. Sakala;21;66;LAM;56;68;65;52;60;60;53;49;38;57;87;85;76;58;74;78;82;67;66;61;53;35;58;55;68;55;20;26;21
9542;191911;Park Jun Tae;28;66;ST;57;61;53;65;35;68;37;33;39;68;91;93;92;65;90;60;84;64;50;59;35;32;69;50;57;63;24;17;21
9543;209320;N. Saint-Ruf;25;66;CB;53;22;60;59;23;52;30;26;61;57;66;71;59;63;60;38;71;70;77;27;70;64;23;29;35;58;63;65;64
9544;173480;A. Lienhart;32;66;RB;69;45;61;66;43;65;66;62;57;63;63;61;50;62;57;63;65;76;71;57;68;66;58;60;42;66;65;65;63
9545;189352;M. Sema;29;66;RW;59;60;49;62;61;67;60;49;51;70;81;78;87;62;81;60;80;72;42;62;38;39;62;58;60;64;46;36;31
9546;205481;M. Bennett;21;66;ST;59;60;62;57;55;67;61;56;49;68;87;76;74;63;65;64;82;58;77;60;70;42;63;60;58;64;30;41;28
9547;206249;N. Hasler;27;66;RB;65;49;66;66;36;67;68;33;62;67;66;72;73;65;72;58;76;77;64;51;69;60;62;64;47;64;61;65;62
9548;211881;Q. Moll;27;66;LCM;52;44;59;70;41;52;46;54;63;61;64;58;59;59;61;65;70;77;65;53;63;65;51;56;48;68;61;66;62
9549;152745;M. Woods;32;66;LDM;60;58;54;66;60;67;61;59;65;66;75;76;74;64;78;63;78;73;73;65;61;62;63;69;42;58;53;54;52
9550;189865;D. Templeton;29;66;LM;62;63;54;60;54;68;57;60;53;62;78;81;76;60;75;64;57;62;64;60;54;48;65;61;58;62;42;46;42
9551;191657;Lim Sang Hyub;29;66;LW;64;62;55;65;68;64;56;54;63;63;71;68;80;69;65;66;61;69;65;66;40;54;67;63;62;63;41;32;35
9552;208298;M. Rivero;28;66;CDM;57;57;55;68;63;67;78;73;65;65;74;72;82;68;70;74;59;67;65;72;60;64;66;70;67;65;66;64;61
9553;232874;S. Yamamoto;33;66;LB;76;41;63;69;39;68;49;38;67;67;54;65;59;63;70;52;68;70;67;45;78;63;65;59;42;50;65;64;62
9554;223147;J. Biada;25;66;RS;48;66;51;65;66;66;62;69;50;67;75;69;75;64;75;70;57;75;60;72;48;39;65;63;61;63;31;34;36
9555;240811;M. Torres;20;66;ST;51;67;67;58;47;64;48;44;45;65;76;75;73;64;71;61;63;61;70;59;51;25;64;64;61;64;30;28;24
9556;201132;R. Janicki;25;66;RCB;46;27;56;66;30;48;53;34;68;54;52;57;52;55;56;54;72;70;78;33;71;64;42;51;46;63;54;71;68
9557;221356;D. Mahmudov;28;66;RM;64;68;60;61;64;66;66;68;43;67;72;75;76;61;74;62;48;63;38;65;48;26;68;61;66;56;35;24;15
9558;173484;Aitor;31;66;RB;66;30;57;58;32;58;56;44;57;60;70;70;64;62;49;55;65;80;75;42;75;65;58;35;36;53;64;66;64
9559;243628;A. Vukoti?;22;66;RCB;27;38;68;63;36;37;31;32;65;57;39;45;46;60;29;55;42;63;89;33;63;65;33;45;34;55;65;63;61
9560;189868;M. Marshall;31;66;RM;65;58;31;59;28;67;64;64;54;63;90;92;92;49;91;62;75;73;60;59;56;34;60;52;52;55;64;33;34
9561;211373;N. Mohammed;24;66;RW;53;59;29;65;54;68;63;34;48;69;87;86;88;56;80;44;87;67;36;55;21;12;55;63;55;59;36;16;14
9562;163757;J. Walsh;26;66;RCB;60;39;66;56;44;46;36;33;60;54;62;73;67;59;66;49;77;74;71;33;74;63;37;46;29;59;63;66;64
9563;239021;T. Bergmann;21;66;CDM;70;52;49;69;41;51;70;74;70;66;63;68;69;62;69;73;65;85;66;70;59;63;58;67;54;55;60;58;57
9564;199598;Jony •°guez;33;66;CDM;42;45;45;65;51;53;53;51;60;58;64;61;70;67;73;75;75;71;68;65;77;68;61;64;50;54;68;64;58
9565;216750;P. Carlgren;26;66;GK;13;13;18;23;9;14;10;15;16;22;33;33;48;73;43;17;59;34;68;14;21;14;14;48;21;58;20;12;13
9566;221358;J. Rossiter;21;66;CDM;44;44;57;65;36;57;45;41;63;66;61;62;69;61;71;59;66;71;69;47;74;64;57;54;50;58;62;68;66
9567;225710;S. Sy;22;66;GK;15;16;14;31;15;18;18;15;24;18;59;48;35;59;45;20;70;34;70;20;21;20;14;35;20;52;12;17;20
9568;228271;C. Gonz†les;25;66;CM;60;62;51;66;58;67;52;62;64;65;68;69;70;63;69;67;46;71;58;65;17;54;65;70;65;58;56;53;52
9569;232879;R. Nagaki;30;66;RCM;65;52;57;71;32;58;65;72;68;62;46;54;72;61;74;60;67;67;69;61;65;63;46;59;57;60;63;67;63
9570;168879;M. Al Shalhoub;37;66;CAM;73;62;44;73;62;64;69;69;72;67;33;39;62;62;68;67;60;30;35;64;31;36;66;71;75;65;62;21;21
9571;51887;A. Le Tallec;33;66;ST;61;63;68;68;69;62;68;72;62;66;55;52;47;66;59;70;60;64;60;68;43;32;67;64;70;57;44;26;29
9572;183471;D. Vido?i?;31;66;LW;67;62;62;70;68;66;73;72;66;68;70;70;67;60;69;73;67;63;73;66;59;46;67;65;73;66;45;50;51
9573;214704;C. Guerra;23;66;GK;22;20;18;28;20;19;23;16;22;16;42;41;32;67;56;24;51;31;53;14;38;11;9;49;21;44;21;15;25
9574;231344;M. KonÇ;21;66;ST;46;69;59;58;45;63;43;27;35;66;90;88;79;70;72;56;70;69;47;47;57;27;68;54;71;65;31;23;16
9575;180400;Isidoro;31;66;RB;66;27;47;58;35;52;59;44;60;53;70;73;75;61;61;65;87;73;72;38;78;63;52;43;49;48;62;66;70
9576;200369;O. Halvorsen;30;66;RM;64;57;46;59;55;65;54;62;56;66;76;74;67;60;67;64;57;82;63;56;70;51;64;58;69;60;58;59;48
9577;223665;F. Ciampichetti;30;66;ST;35;71;74;39;60;59;44;31;39;61;55;63;64;62;39;66;76;67;85;58;57;28;67;46;71;54;42;26;22
9578;224690;Li Ang;24;66;LCB;53;51;65;61;53;57;72;78;60;59;57;53;55;62;62;66;75;74;83;61;65;61;52;42;56;45;65;61;61
9579;234418;P. Kurzweg;24;66;LB;72;49;44;67;33;66;71;49;60;62;82;82;80;62;71;50;75;77;64;40;74;53;54;55;48;49;53;64;66
9580;139443;Cho Won Hee;35;66;LCM;56;58;63;65;59;63;66;48;57;63;69;61;62;64;76;65;71;62;77;53;60;70;59;60;45;65;66;66;64
9581;230835;J. Drolä;20;66;RM;62;60;44;54;45;67;44;40;47;65;91;92;89;51;68;65;60;79;57;44;52;30;60;60;55;57;38;23;29
9582;233139;C. Itten;21;66;ST;64;66;68;61;51;60;38;34;55;67;73;61;58;63;63;64;67;70;67;57;46;29;66;55;66;59;28;35;34
9583;235955;R. Guitane;19;66;CAM;59;55;39;65;40;72;65;52;59;69;77;79;81;62;92;56;56;56;45;52;47;26;55;62;53;62;28;29;33
9584;206004;J. Ojala;29;66;CB;41;17;72;58;28;42;25;23;54;60;52;45;49;64;49;39;28;62;91;27;58;66;46;37;41;70;60;69;54
9585;214709;J. Abarca;29;66;RB;68;32;65;51;29;53;31;29;45;59;69;71;61;59;65;26;71;76;77;39;64;68;24;37;45;52;65;64;63
9586;224437;M. Gonz†lez;24;66;CDM;52;47;65;66;46;56;52;47;61;67;55;61;62;68;62;57;80;74;74;55;80;65;58;65;51;68;47;65;60
9587;227509;E. ?marsson;23;66;ST;56;67;53;57;58;64;45;32;47;65;87;83;75;59;62;62;67;79;67;55;73;24;67;56;50;51;40;38;24
9588;233141;T. Hasegawa;24;66;CAM;54;52;32;63;65;74;66;49;50;67;91;82;93;70;92;63;91;73;29;60;39;25;56;58;58;65;28;32;29
9589;233397;A. Diawusie;20;66;RM;56;60;56;65;53;71;39;30;28;64;89;90;77;65;73;59;74;67;62;56;58;22;63;48;49;47;34;18;13
9590;168629;I. Khalili;31;66;RM;61;60;61;65;65;65;67;61;63;67;72;70;70;58;75;68;74;63;69;64;60;43;66;66;65;65;49;42;41
9591;238005;J. ?ubrowski;26;66;LDM;60;31;47;65;42;61;55;60;61;63;64;60;66;60;66;68;61;76;66;66;69;65;40;63;63;61;60;67;64
9592;183477;M. ?t?ch;28;66;GK;11;16;20;29;18;12;20;20;33;21;38;35;38;51;30;19;54;34;66;18;31;16;11;11;12;47;16;13;13
9593;215990;O. Ben°tez;27;66;CB;27;20;65;45;32;22;55;62;35;43;49;52;37;60;54;60;70;62;82;31;64;62;24;28;37;58;67;67;65
9594;224438;A. Buksa;21;66;ST;47;67;69;59;61;64;54;46;44;63;67;71;62;54;47;60;75;72;72;60;51;24;68;58;65;59;31;23;21
9595;237750;K. Tokura;32;66;ST;30;72;69;53;64;58;62;44;34;60;73;68;64;70;63;69;64;70;75;57;79;14;56;52;63;60;29;17;15
9596;245686;C. Madu;24;66;CDM;56;33;55;66;35;56;47;43;60;62;67;58;54;62;55;60;60;77;87;54;68;67;34;45;45;56;60;66;60
9597;200375;T. van de Pavert;26;66;CB;52;40;68;54;36;44;28;36;59;52;52;52;55;58;43;60;54;68;87;44;62;65;48;40;39;64;62;66;63
9598;201911;W. Keane;25;66;ST;42;66;62;68;62;66;48;47;51;70;60;67;71;55;62;73;65;63;67;61;55;39;64;56;67;66;37;28;20
9599;208311;S. Branca;26;66;CM;59;43;59;68;44;64;43;42;63;67;73;72;69;67;72;64;63;74;69;57;68;61;59;65;52;61;60;59;60
9600;229815;N. Antonitsch;26;66;LCB;24;21;62;52;29;31;27;24;38;44;55;61;63;50;68;52;75;77;83;33;65;66;24;32;41;55;64;69;67
9601;232375;T. Umesaki;31;66;LW;59;60;44;67;66;68;64;64;64;68;69;62;74;61;80;68;54;68;57;70;41;37;65;69;69;65;43;41;39
9602;232887;A. Nakamura;27;66;RM;65;54;41;67;50;74;55;42;65;65;61;72;80;58;74;61;48;51;57;53;31;29;67;67;57;64;45;28;25
9603;192695;N. Thompson;27;66;RB;56;36;58;59;34;58;37;33;54;58;71;68;74;60;88;43;89;79;81;41;77;64;38;51;30;60;69;67;65
9604;212664;A. Kolev;25;66;ST;43;62;62;59;61;63;63;50;45;64;77;71;73;64;69;69;64;78;80;63;70;43;63;52;54;64;41;36;32
9605;225720;G. Bijl;22;66;RCM;65;43;43;65;41;65;36;48;62;66;71;68;52;62;63;72;60;79;73;61;68;63;45;54;43;55;60;64;63
9606;173752;C. Gunter;28;66;RB;60;44;58;60;52;56;56;23;60;62;75;74;71;59;67;48;65;91;64;41;62;63;61;58;47;50;60;61;61
9607;176568;A. Marin;28;66;CB;33;27;68;55;30;33;42;50;58;55;50;46;55;55;59;53;65;75;77;51;72;60;33;46;45;59;68;66;65
9608;202169;J. Gatt;26;66;ST;59;59;52;55;53;71;50;43;46;66;90;91;76;65;68;60;71;52;63;60;70;58;61;60;43;55;39;45;42
9609;215993;D. Miloc;27;66;CM;55;33;57;66;34;63;40;45;67;65;62;63;68;67;66;48;56;88;67;58;66;64;61;62;39;57;54;65;56
9610;223673;M. Wostry;25;66;CB;38;39;64;56;26;33;31;26;44;48;45;46;57;59;63;42;76;72;75;42;68;58;23;38;34;55;64;70;67
9611;233145;K. Moriya;29;66;CDM;62;54;40;71;58;70;63;39;62;71;72;71;87;67;79;66;50;81;57;67;75;62;61;58;54;60;62;60;51
9612;233401;A. Sigur?arson;24;66;LW;59;63;43;60;59;67;63;57;53;65;81;79;76;62;70;63;64;68;56;59;40;22;62;69;56;70;46;33;34
9613;221626;D. Lowe;25;66;CB;30;22;59;43;23;44;24;30;46;61;63;70;50;62;55;32;72;70;77;23;74;65;31;34;38;51;64;63;65
9614;199867;Milton Raphael;27;66;GK;13;16;16;11;12;15;16;13;15;18;26;24;28;56;29;14;33;30;52;17;25;14;15;24;20;30;12;20;12
9615;204987;B. Blume;26;66;CAM;54;57;40;64;44;68;45;44;56;67;76;72;78;65;82;62;59;70;62;53;57;40;63;64;47;59;47;50;45
9616;210619;Jordi QuintillÖ;24;66;CDM;57;45;54;73;43;65;68;70;69;69;66;69;78;64;81;60;53;65;56;56;48;56;52;69;56;58;52;57;52
9617;242619;C. DoucourÇ;18;66;LDM;51;35;57;71;42;65;44;42;63;67;69;72;74;62;65;59;61;68;61;36;53;65;51;70;46;65;64;68;61
9618;211132;AndrÇs Prieto;24;66;GK;19;19;13;31;15;18;17;20;20;16;37;42;33;57;30;22;52;44;76;18;19;18;19;32;23;46;16;14;13
9619;220348;Isaac CarcelÇn;25;66;RM;64;34;60;62;26;63;62;69;58;59;75;80;71;60;76;58;59;89;69;43;66;59;67;56;46;59;58;64;63
9620;233148;Y. Nakano;25;66;LM;61;51;45;61;56;71;67;46;52;66;88;82;75;59;74;57;60;70;59;48;51;45;62;58;58;60;21;38;28
9621;184764;L. Schwechlen;29;66;LB;49;16;70;57;17;45;25;35;44;50;60;52;56;66;60;18;71;71;74;14;70;66;39;36;29;59;60;67;64
9622;210365;Jonatan Lucca;24;66;LCM;47;42;61;66;51;65;49;52;63;68;55;55;43;65;58;63;56;68;75;52;70;59;56;65;47;46;63;67;55
9623;211901;L. Hufnagel;24;66;LDM;60;54;49;67;49;71;58;39;63;68;75;72;79;65;74;59;53;72;56;57;39;54;62;65;48;56;47;54;49
9624;213693;J. Rothwell;23;66;LM;58;55;55;69;48;75;48;52;65;68;68;73;69;59;66;60;64;63;61;59;50;50;55;60;50;60;56;60;53
9625;220605;J. Rodr°guez;22;66;ST;62;63;51;67;51;75;62;65;56;72;84;81;77;64;76;64;47;66;50;55;42;32;66;65;61;71;55;31;30
9626;236477;A. Claude Maurice;20;66;LW;55;63;43;67;58;64;58;46;62;66;87;86;84;56;81;61;48;55;42;59;37;21;60;64;43;67;32;48;40
9627;177597;R. Taylor;30;66;ST;52;62;68;62;64;60;55;45;54;68;51;58;66;57;61;65;77;76;80;59;66;49;73;63;66;77;30;28;24
9628;187837;M. Me?anovi?;27;66;ST;37;73;58;53;59;56;38;35;30;57;73;74;70;69;80;58;79;57;55;60;43;38;80;32;38;53;35;18;17
9629;199614;G. Plet;30;66;ST;53;65;69;59;67;64;43;47;51;66;43;58;61;65;35;70;34;58;77;61;55;22;67;54;64;67;24;27;25
9630;207806;B. Dickenson;25;66;LM;69;64;51;57;56;66;69;64;56;63;84;86;80;55;73;66;72;72;72;66;60;57;62;57;54;65;58;60;58
9631;232382;T. Takagi;27;66;LM;69;68;49;56;52;64;73;66;52;62;87;72;76;60;83;70;47;75;55;62;51;26;64;58;67;59;43;26;24
9632;234174;D. Thopola;28;66;RB;59;24;68;61;28;61;44;34;63;64;69;67;66;54;63;56;67;71;65;28;72;66;37;35;38;49;69;65;71
9633;179646;J. JuelsgÜrd;29;66;LCB;67;30;55;63;45;60;62;55;55;62;62;70;67;66;71;56;76;82;75;58;74;60;42;41;44;61;66;63;62
9634;245694;A. TraorÇ;23;66;LW;58;55;51;60;48;71;51;31;47;67;84;84;76;63;72;74;56;61;60;61;33;12;68;57;51;63;12;14;18
